Sample	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18
bc024978	0.113883793	0.0	0.0	0.0	0.063487508	0.0	0.0	0.0	0.0	0.0	0.130290441	0.0	0.0	0.085430678	0.0	0.0	0.362385093	0.0
ak029614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq551069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4931417g12rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099645846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq692629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1810014f10rik	0.0	0.264487833	63.25435819	0.0	0.0	124.4816582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.250807095	0.0	21.67381254	0.0	0.211603504
dq722824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fadd	0.0	0.0	0.108156309	0.0	0.0	0.0	0.04675606	0.0	10.96106704	0.0	0.0	4.919817893	0.0	0.048683281	3.121825712	0.0	0.102384647	0.0
dq685460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak133650	5.25902684	4.516803169	2.508160837	1.722268441	2.528401918	2.504368009	1.575809746	1.02112029	2.103220702	2.50469203	3.289291989	6.72001699	5.32586154	3.962406538	2.36259127	5.499159736	3.785984491	0.797891173
aatyk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cdc20	0.040295911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059720544	0.0	0.0	0.0	0.049122667	0.0	0.0	0.067816927	0.0
dq569270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciao1	0.0	0.0	0.03356829	0.0	0.0	0.0	0.0	1.337035154	68.94564865	91.10227743	0.06915055	0.0	0.0	25.48247636	84.67732134	0.049864827	0.0	7.259507728
dq689581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930529m08rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ssx9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
robld3	218.6069231	171.087384	170.9602924	180.6793386	477.3511626	122.0566739	0.283174202	86.47132198	352.3133688	334.4982489	210.7045828	1.833419907	0.661582719	221.5502409	0.300610232	100.3256189	187.4792403	362.2687484
5031410i06rik	0.0	0.0	0.0	0.0	0.035247739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047391952	0.0	0.052284788	0.0	0.0
dq699135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq699139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zfp738	0.0	75.39904677	0.0	0.0	0.0	20.10226069	7.991301549	0.239469976	0.0	0.0	0.023317934	0.865961147	0.0	0.0	111.2208582	0.033629203	0.0	0.0
zfp735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153778897	0.0	0.0	0.0	0.0	0.0	0.0
prss33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prss32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prss30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082819814	0.0	0.088492163	0.0	0.0	0.0	0.0	0.0	0.109012207	0.0	0.0
prss37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prss36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prss35	1.189859692	0.148497956	0.0	1.631742603	1.105729011	0.561222454	0.0	0.211391129	1.220602299	2.716045064	2.172103814	3.198926831	0.695397561	0.0	0.283814645	46.14202603	0.987123323	0.408271888
prss34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092954167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak035444	0.34264271	0.744088314	0.127357655	0.213787728	1.082297539	0.353710052	0.591105176	0.82090907	0.251150567	0.933699104	0.436700036	2.184120184	0.664440213	0.567953966	1.080255344	0.573721762	3.890856841	0.083768902
pms1	0.0	0.0	0.0	0.0	0.0	0.042712198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pms2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.311634704	0.0	0.0	0.322213168	145.13091	53.36216602	13.46889667	0.053789504	0.902138644	0.0	0.0
prss38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq569891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cdkal1	0.0	0.058213554	0.0	0.0	0.0	38.89713192	0.0	0.0	0.0	0.051644245	1.309382146	17.85557003	7.725888918	0.072586515	0.0	31.06740519	0.076937536	16.91768065
smap1	61.8562401	0.0	0.0	0.0	55.20756073	0.101282616	46.97297149	0.006187493	0.0	0.0	0.0	0.142323499	0.085980333	0.0	0.0	0.075077017	0.0	85.77434534
smap2	32.71516739	0.808795094	0.0	0.0	0.071566725	25.53409666	0.0	0.0	0.0	0.044820614	0.0	0.0	33.13380021	2.453367759	9.258335051	1.322581581	0.0	0.0
thrap3	23.00183459	141.1468517	150.6840209	20.25586626	0.068892716	10.76827422	3.719298785	65.26641231	54.92972628	0.056675551	0.242978284	75.335805	11.30709151	72.29104594	123.0694799	17.25656677	0.051682863	0.0
clcn4-2	0.05960829	0.03492622	63.5670337	17.05882628	51.49115579	0.538774682	0.042823053	0.0	0.113904769	0.121855728	78.68793553	0.0	0.0	27.24501982	79.47464614	0.0	58.82993743	0.57581291
ak135429	8.763711525	5.623365624	1.22490157	3.21771609	5.056111547	2.533864704	4.400474051	14.41685412	0.558329967	5.524181141	2.89177602	9.93697203	3.092050886	5.984275888	13.2106825	15.68651091	8.478028253	9.67644789
pygb	0.0	0.0	0.0	0.0	0.0	0.033456846	0.0	0.0	0.0	0.067101739	2.721438444	0.0	6.862399167	0.0	0.0	0.0	0.0	0.0
pygl	186.5951248	77.45063701	239.8139448	187.9033202	133.1464968	1.334736723	61.62081134	120.1686036	147.4516507	1.155458442	149.5049692	0.206870144	0.333298761	159.81071	8.078578647	0.43636428	1.260596045	106.2311011
pygm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pfas	40.10343641	0.567209223	0.061567089	0.196158723	0.09134612	0.083896878	0.0	3.945927982	48.11180414	0.0	0.016418333	0.433410027	0.204214056	1.537697521	0.334434347	0.092448305	0.132052442	3.758391069
dq721504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zfp191	0.0	0.0	0.032978312	96.49285552	48.14984047	0.041337677	0.0	0.0	25.97023435	0.041489631	0.0	0.092903692	0.0	0.044544894	0.045358198	0.0	0.0	0.036949992
zfp192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq694711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq690284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pgm1	0.0	0.0	0.0	0.0	0.04841907	0.483366495	0.0	0.060035959	0.0	0.0	2.880106942	0.0	0.072951589	0.0	0.0	0.0	8.556471394	0.0
pgm2	73.96801118	0.190712717	15.71247068	0.055210036	36.5206291	0.05612102	0.174233071	0.055755047	0.0	0.056418708	104.7982077	0.0	0.067752435	0.06048361	134.7832219	68.60778109	0.064079119	0.0
pgm3	0.040188355	135.4659509	0.096225103	0.311830146	54.921729	47.40035004	0.0	40.12935294	0.0	0.061098063	0.0	348.8892568	0.0	0.0	0.066683783	0.0	0.0	0.054399717
sbk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sbk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msr1	801.2685758	404.3834596	597.0098452	1665.621287	829.9435476	787.1841319	665.173234	916.9594528	1.248324284	9.384137185	195.7514448	1.858296574	54.39813125	506.8467561	409.1635919	8.85908149	93.49450539	1810.143225
rnf160	44.67912551	69.80125134	0.013043088	0.016078906	24.52021734	0.016344793	0.04387332	0.0	61.11725305	0.049080355	0.013427175	0.0	12.45788311	24.73567115	0.0	35.78848813	0.04838642	0.0
rnf167	0.0	0.21744022	0.0	0.0	0.070769039	6.203006555	0.182990649	0.087879764	0.108965447	235.022441	0.08500232	0.0	0.213515046	0.0	180.5271668	0.314270643	0.0	24.35719026
rnf166	0.107293922	0.0	0.0	0.073435635	0.0	9.629352692	0.0	0.0	0.0	0.075195109	0.0	0.0	0.0	0.0	0.081971454	0.0	0.0	5.355162122
rnf165	0.0	0.0	0.01460987	0.072024287	0.0	0.0	0.0	0.017202045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rnf169	0.0	0.0	0.0	0.0	16.72763639	0.123853013	0.0	0.0	38.49215712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015779081
rnf168	23.42700563	0.113390346	0.115668027	0.579721456	0.146021163	0.202618224	7.226975938	0.085319444	0.03535986	0.196320839	0.046703315	0.39287171	0.335366613	0.239145697	0.258132857	0.151676013	0.26120466	0.0
4930480e11rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hao2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msra	71.55932831	177.4280292	60.86344065	6.038000894	102.4494882	0.0	23.37075466	5.7602549	305.650312	0.168464154	51.01943165	2.267479111	0.0	99.63820301	0.129677908	17.87460169	0.135122621	17.75602573
expi	0.0	0.0	0.0	0.0	13.86421136	14.74709858	0.0	0.290065089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.795623554
lbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.934251475	31.93501844	0.0	0.0	0.0	0.0	0.0	0.0
lbr	0.052203209	218.4778872	0.092356663	57.4183303	0.116216304	0.0	0.0	111.2482647	0.0	6.811695901	190.6571971	0.13009555	0.087456193	24.45971996	281.5908519	0.0	0.0	0.0
2610018g03rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155951636	0.0	0.0	0.0	0.0	31.79850789	0.0
lbh	0.0	0.0	0.639308072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203600692	0.0	0.0	0.0	0.0	0.0
dq727227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq727224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pdhx	0.211652786	0.422015839	0.251960264	44.48191657	0.392254815	0.247165438	0.0	0.123071991	190.2424916	0.051924263	0.101630817	0.0	0.149459759	0.266520744	0.271739291	0.200542957	0.342181955	0.170624206
2310016c08rik	379.418279	0.175329489	0.455860072	31.43743222	108.5708553	285.0791173	465.1112771	1194.681218	118.1437763	378.9893952	156.6881192	0.693147802	4.483736383	406.0545156	0.169823364	0.183128446	0.0	0.0
dq567367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pdhb	7.56849364	0.0	0.072453128	0.089395913	40.10094371	2.544310983	4.987422933	76.46453092	275.5925805	0.183400767	2.166385239	0.0	16.47015687	7.64118661	224.3048606	104.1836659	0.0	0.0
klhl36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl32	0.528400795	1.067979768	0.108575009	0.320896012	0.086660935	0.179561176	0.0	0.0	0.770685855	0.0	0.484656968	0.0	0.0	0.531920926	0.208550402	0.325389058	0.0	0.096917608
klhl33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fzr1	0.0	0.0	6.674797328	0.0	0.046656306	0.0	0.885726679	0.062527567	0.07171538	0.0	27.1288117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klhl38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak133139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
coil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dnmt1	54.48559402	77.2697666	0.080311378	0.0	0.038898743	0.251866114	0.0	3.457984853	0.0	0.0	0.0	1.118961565	0.060763299	0.365848538	0.053205181	0.0	0.0	0.043288248
2210408i21rik	0.0	0.0	0.0	0.0	0.0	0.283404035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak076622	0.0	0.0	0.0	0.0	0.040687636	0.0	0.0	0.0	0.06975542	0.0	26.31591285	0.0	0.0	0.0	0.0	16.65598095	0.064663285	0.15208636
bc027544	0.0	0.0	0.0	0.0	0.0	0.0	0.160649102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sc4mol	0.334520383	289.3646217	489.2684369	27.88158776	113.7661862	479.6472851	303.2579221	0.1448491	283.1851982	0.366889893	699.2986122	0.747926117	0.364174994	342.8186521	0.17477954	317.9687191	250.1283243	154.5161986
9530026p05rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086472288	0.0	0.04370352	0.10731591	0.097835737	0.105652867	0.093822931	0.0	4.420148782	0.264218421	0.038999851
sult5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mirlet7c-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mirlet7c-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dvl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113074101	0.538549014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dvl3	0.944010453	0.162402083	0.067892392	15.72988336	10.91982236	0.438856088	0.0	0.0	0.052403734	0.042716506	0.069197851	0.286896275	0.0	0.091701266	0.016969368	0.062069261	0.0	6.770556781
dvl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042821343	0.0	0.0	0.0	0.0	0.0	0.0	0.0
acvr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160244397	24.06229198
cox7a2	173.0846257	125.9223319	158.9938014	155.2803688	117.1463788	102.946002	104.0357335	27.39565553	179.5428476	61.58659168	115.4576197	95.66216559	79.22659123	96.23034375	228.035229	27.71782329	68.70303994	180.2030221
sharpin	0.331777799	0.0	0.0	0.0	44.87942902	0.0	0.0	0.0	0.0	0.232610142	0.0	0.0	0.0	11.86829162	0.0	0.0	0.0	0.0
bc056174	0.154607345	0.0	0.0	0.106019976	0.180338461	0.0	12.28018669	5.255674195	0.39853232	0.544773741	0.0	0.965301687	0.0	8.366265508	0.112556775	0.0	0.0	0.0
ak214641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hif1an	3.322428382	0.046409737	2.978089773	0.02017269	13.26540501	2.481249749	0.0	0.061040413	0.025223346	30.47356132	0.016846438	0.0	0.0	0.0	0.0	6.073979578	0.0	0.0
svop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bcl6b	0.0	0.042589879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.83695354	0.0	0.0	0.0	0.0
pef1	0.0	22.21422179	0.829550652	0.170580951	101.5237401	57.99896545	0.0	0.0	0.213823114	233.1399975	0.071269554	0.0	0.104747443	72.80664525	0.0	148.7330608	0.0	92.2965029
d19bwg1357e	13.86046472	10.94079131	0.061101951	0.0753775	0.061382441	37.88388229	0.079324042	0.037035198	0.091827785	0.074847494	212.1526692	0.0	0.090024625	0.040195834	0.0	0.088782978	0.0	0.137445437
1700096j18rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wdr85	0.130458296	0.0	0.0	0.133693682	0.0	0.045305801	0.0	0.044992959	0.0	0.0	0.074458265	0.0	0.109360466	0.048818724	0.0	0.053692672	0.0	0.0
wdr86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wdr81	1.6295295	0.0	0.0	0.0	0.0	0.20718901	0.0	0.0	0.0	0.0	0.015473547	0.0	0.022716961	0.046650573	0.0	0.564337819	0.0	0.038703281
wdr82	0.0	0.033585995	0.0	0.0	0.0	11.51308457	0.0	11.98657732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wdr83	0.0	0.0	0.0	34.01981666	34.07455165	0.0	0.0	0.110323645	0.0	0.0	0.0	0.248944891	25.0208675	0.119508898	0.0	6.571803346	0.0	1.895084636
wdr89	0.314643386	0.321198564	0.0	0.217196515	0.141337446	0.492422387	0.339091324	0.0	1.282368653	0.111805992	0.0	0.130414912	0.0	0.140510377	0.0	1.263160802	1.619777658	0.117778452
lrit2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
limch1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
plcl2	0.091197585	0.071645962	0.0	0.031132465	0.0	0.0	0.0	0.031413229	0.0	0.0	0.0	90.1215799	0.0	0.102297279	0.034716812	26.13730683	0.0	0.0
plcl1	0.0	0.0	0.0	0.0	0.0	0.19344178	0.0	0.0	0.023792959	0.0	0.0	0.0	0.0	0.0	0.0	13.38462292	0.0	7.125951773
ak135852	0.0	0.0	0.0	0.0	0.0	0.0	0.05684729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065108462	0.0	0.0
mir199b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq706890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq708946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
myo7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tcn2	253.0367998	203.7453912	223.6114007	237.7079008	179.9566472	334.54821	199.5289863	183.5580839	118.7996088	830.0998971	0.374295718	1.023299384	0.549922778	184.4637194	155.5400394	0.462700663	251.1405328	78.74889011
ak043516	0.0	0.0	13.42184147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.18030205	0.0	0.0	0.0	0.0
srsf12	0.0	0.035714032	0.0	1.489817446	123.7951031	0.080428023	0.083272974	0.159945124	56.40065274	0.0	0.0	0.0	0.0	3.245101313	76.49865787	0.095350262	0.0	0.0
loc100039614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak007545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
znf496	14.10612405	0.0	0.0	0.0	0.0	13.13482206	0.035290241	0.0	0.0	0.034214773	0.028031388	31.59313518	0.0	0.036760881	0.0	0.0	0.0	0.0
gdi2	177.5298161	19.89785467	49.34084625	16.41328242	89.66913039	31.41419598	22.5988303	89.53110717	768.4185703	252.1317438	166.6342292	117.0046394	140.4720673	97.08461361	105.9442522	150.3943635	6.647558843	60.85778116
d7ertd443e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gdi1	94.89756086	136.7262195	140.3836103	114.8935241	81.08413083	103.3390445	100.7777076	0.194646389	107.7790589	82.97608951	182.5269058	42.26835457	304.2009923	175.8984171	86.88950707	147.6590303	2.236816066	172.3544911
hist4h4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.759745056	0.0	0.0	0.0	0.0	0.534302191	0.0	0.0
af366264	0.0	0.0	0.0	0.0	0.0	0.0	0.281755212	0.0	0.0	0.273452317	0.0	0.0	0.054779943	0.0	0.0	0.0	0.0	0.179616274
1700054o13rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glyatl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq709708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq700826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
htr1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
htr1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
htr1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
htr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f630043a04rik	35.16450037	0.065766393	0.0	0.057113732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ly6c1	59.27753141	0.217083532	0.844910389	0.0	0.485417319	0.944665225	2.122025659	0.0	1.093428708	2.599577458	4.332250867	0.768259657	0.0	0.367844592	0.0	0.0	0.0	0.0
ly6c2	4283.944827	1.830866352	134.2369278	0.713498782	1.305036058	1.174576451	1.381771449	0.361847504	408.1136847	1.807149773	244.0072187	58.19968681	0.439188385	1.370931199	0.199601267	0.215159451	0.625032899	0.0
fmr1nb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2900026a02rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048928261	0.0	0.0	0.0	0.0	0.0	0.0
ak138941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
